Datum,Energietraeger,Produktion_GWh
2015-05-13,Kernkraft,69.5
2015-05-13,Photovoltaik,5.3
2015-05-13,Speicherkraft,94.4
2015-05-13,Thermische,6.8
2015-05-13,Wind,0.2
2015-05-14,Flusskraft,72.4
2015-05-14,Kernkraft,69.6
2015-05-14,Photovoltaik,4.8
2015-05-14,Speicherkraft,63.7
2015-05-14,Thermische,6.8
2015-05-14,Wind,0.4
2015-05-15,Flusskraft,85.4
2015-05-15,Kernkraft,70.3
2015-05-15,Photovoltaik,1.2
2015-05-15,Speicherkraft,83.4
2015-05-15,Thermische,6.8
2015-05-15,Wind,0.4
2015-05-16,Flusskraft,79.7
2015-05-16,Kernkraft,70.1
2015-05-16,Photovoltaik,4.3
2015-05-16,Speicherkraft,60.1
2015-05-16,Thermische,6.8
2015-05-16,Wind,0.2
2015-05-17,Flusskraft,67.1
2015-05-17,Kernkraft,70.1
2015-05-17,Photovoltaik,3.8
2015-05-17,Speicherkraft,53.7
2015-05-17,Thermische,6.8
2015-05-17,Wind,0.2
2015-05-18,Flusskraft,67.2
2015-05-18,Kernkraft,70.0
2015-05-18,Photovoltaik,5.4
2015-05-18,Speicherkraft,83.6
2015-05-18,Thermische,6.8
2015-05-18,Wind,0.2
2015-05-19,Flusskraft,77.7
2015-05-19,Kernkraft,70.2
2015-05-19,Photovoltaik,1.8
2015-05-19,Speicherkraft,75.6
2015-05-19,Thermische,6.8
2015-05-19,Wind,0.3
2015-05-20,Flusskraft,73.1
2015-05-20,Kernkraft,70.4
2015-05-20,Photovoltaik,2.9
2015-05-20,Speicherkraft,96.5
2015-05-20,Thermische,6.8
2015-05-20,Wind,0.3
2015-05-21,Flusskraft,66.4
2015-05-21,Kernkraft,70.5
2015-05-21,Photovoltaik,4.4
2015-05-21,Speicherkraft,102.9
2015-05-21,Thermische,6.8
2015-05-21,Wind,0.5
2015-05-22,Flusskraft,60.4
2015-05-22,Kernkraft,70.5
2015-05-22,Photovoltaik,4.8
2015-05-22,Speicherkraft,100.4
2015-05-22,Thermische,6.8
2015-05-22,Wind,0.6
2015-05-23,Flusskraft,53.6
2015-05-23,Kernkraft,70.3
2015-05-23,Photovoltaik,3.5
2015-05-23,Speicherkraft,68.9
2015-05-23,Thermische,6.8
2015-05-23,Wind,0.6
2015-05-24,Flusskraft,49.0
2015-05-24,Kernkraft,70.2
2015-05-24,Photovoltaik,4.8
2015-05-24,Speicherkraft,45.8
2015-05-24,Thermische,6.8
2015-05-24,Wind,0.4
2015-05-25,Flusskraft,48.7
2015-05-25,Kernkraft,70.0
2015-05-25,Photovoltaik,4.9
2015-05-25,Speicherkraft,52.2
2015-05-25,Thermische,6.8
2015-05-25,Wind,0.2
2015-05-26,Flusskraft,55.0
2015-05-26,Kernkraft,70.2
2015-05-26,Photovoltaik,4.1
2015-05-26,Speicherkraft,87.6
2015-05-26,Thermische,6.8
2015-05-26,Wind,0.4
2015-05-27,Flusskraft,53.4
2015-05-27,Kernkraft,70.0
2015-05-27,Photovoltaik,6.0
2015-05-27,Speicherkraft,88.6
2015-05-27,Thermische,6.8
2015-05-27,Wind,0.4
2015-05-28,Flusskraft,49.6
2015-05-28,Kernkraft,70.1
2015-05-28,Photovoltaik,6.6
2015-05-28,Speicherkraft,70.3
2015-05-28,Thermische,6.8
2015-05-28,Wind,0.1
2015-05-29,Flusskraft,48.9
2015-05-29,Kernkraft,69.8
2015-05-29,Photovoltaik,5.9
2015-05-29,Speicherkraft,81.6
2015-05-29,Thermische,6.8
2015-05-29,Wind,0.3
2015-05-30,Flusskraft,47.0
2015-05-30,Kernkraft,69.9
2015-05-30,Photovoltaik,4.5
2015-05-30,Speicherkraft,52.1
2015-05-30,Thermische,6.8
2015-05-30,Wind,0.3
2015-05-31,Flusskraft,46.7
2015-05-31,Kernkraft,70.0
2015-05-31,Photovoltaik,4.3
2015-05-31,Speicherkraft,40.5
2015-05-31,Thermische,6.8
2015-05-31,Wind,0.2
2015-06-01,Flusskraft,57.6
2015-06-01,Kernkraft,70.1
2015-06-01,Photovoltaik,4.5
2015-06-01,Speicherkraft,81.1
2015-06-01,Thermische,6.2
2015-06-01,Wind,0.3
2015-06-02,Flusskraft,62.5
2015-06-02,Kernkraft,69.8
2015-06-02,Photovoltaik,5.4
2015-06-02,Speicherkraft,53.2
2015-06-02,Thermische,6.2
2015-06-02,Wind,0.2
2015-06-03,Flusskraft,66.7
2015-06-03,Kernkraft,69.6
2015-06-03,Photovoltaik,6.0
2015-06-03,Speicherkraft,85.6
2015-06-03,Thermische,6.2
2015-06-03,Wind,0.1
2015-06-04,Flusskraft,71.4
2015-06-04,Kernkraft,68.1
2015-06-04,Photovoltaik,5.9
2015-06-04,Speicherkraft,82.0
2015-06-04,Thermische,6.2
2015-06-04,Wind,0.2
2015-06-05,Flusskraft,77.8
2015-06-05,Kernkraft,68.4
2015-06-05,Photovoltaik,5.3
2015-06-05,Speicherkraft,90.1
2015-06-05,Thermische,6.2
2015-06-05,Wind,0.1
2015-06-06,Flusskraft,81.0
2015-06-06,Kernkraft,47.8
2015-06-06,Photovoltaik,5.2
2015-06-06,Speicherkraft,60.0
2015-06-06,Thermische,6.2
2015-06-06,Wind,0.2
2015-06-07,Flusskraft,82.7
2015-06-07,Kernkraft,45.3
2015-06-07,Photovoltaik,4.7
2015-06-07,Speicherkraft,47.7
2015-06-07,Thermische,6.2
2015-06-07,Wind,0.2
2015-06-08,Flusskraft,82.8
2015-06-08,Kernkraft,46.0
2015-06-08,Photovoltaik,3.9
2015-06-08,Speicherkraft,87.0
2015-06-08,Thermische,6.2
2015-06-08,Wind,0.5
2015-06-09,Flusskraft,78.4
2015-06-09,Kernkraft,46.3
2015-06-09,Photovoltaik,2.4
2015-06-09,Speicherkraft,100.6
2015-06-09,Thermische,6.2
2015-06-09,Wind,0.5
2015-06-10,Flusskraft,77.1
2015-06-10,Kernkraft,46.1
2015-06-10,Photovoltaik,3.8
2015-06-10,Speicherkraft,97.4
2015-06-10,Thermische,6.2
2015-06-10,Wind,0.3
2015-06-11,Flusskraft,76.2
2015-06-11,Kernkraft,45.8
2015-06-11,Photovoltaik,5.5
2015-06-11,Speicherkraft,102.0
2015-06-11,Thermische,6.2
2015-06-11,Wind,0.1
2015-06-12,Flusskraft,74.0
2015-06-12,Kernkraft,45.5
2015-06-12,Photovoltaik,4.5
2015-06-12,Speicherkraft,96.5
2015-06-12,Thermische,6.2
2015-06-12,Wind,0.2
2015-06-13,Flusskraft,81.3
2015-06-13,Kernkraft,45.9
2015-06-13,Photovoltaik,4.2
2015-06-13,Speicherkraft,65.7
2015-06-13,Thermische,6.2
2015-06-13,Wind,0.3
2015-06-14,Flusskraft,97.4
2015-06-14,Kernkraft,45.9
2015-06-14,Photovoltaik,3.1
2015-06-14,Speicherkraft,39.8
2015-06-14,Thermische,6.2
2015-06-14,Wind,0.2
2015-06-15,Flusskraft,90.3
2015-06-15,Kernkraft,46.2
2015-06-15,Photovoltaik,2.4
2015-06-15,Speicherkraft,84.2
2015-06-15,Thermische,6.2
2015-06-15,Wind,0.2
2015-06-16,Flusskraft,87.1
2015-06-16,Kernkraft,45.9
2015-06-16,Photovoltaik,2.4
2015-06-16,Speicherkraft,88.4
2015-06-16,Thermische,6.2
2015-06-16,Wind,0.5
2015-06-17,Flusskraft,83.1
2015-06-17,Kernkraft,46.0
2015-06-17,Photovoltaik,4.1
2015-06-17,Speicherkraft,75.1
2015-06-17,Thermische,6.2
2015-06-17,Wind,0.5
2015-06-18,Flusskraft,76.9
2015-06-18,Kernkraft,46.2
2015-06-18,Photovoltaik,3.9
2015-06-18,Speicherkraft,83.1
2015-06-18,Thermische,6.2
2015-06-18,Wind,0.3
2015-06-19,Flusskraft,85.1
2015-06-19,Kernkraft,46.2
2015-06-19,Photovoltaik,5.1
2015-06-19,Speicherkraft,73.3
2015-06-19,Thermische,6.2
2015-06-19,Wind,0.3
2015-06-20,Flusskraft,73.2
2015-06-20,Kernkraft,44.0
2015-06-20,Photovoltaik,3.6
2015-06-20,Speicherkraft,55.1
2015-06-20,Thermische,6.2
2015-06-20,Wind,0.2
2015-06-21,Flusskraft,62.8
2015-06-21,Kernkraft,45.5
2015-06-21,Photovoltaik,3.7
2015-06-21,Speicherkraft,52.7
2015-06-21,Thermische,6.2
2015-06-21,Wind,0.2
2015-06-22,Flusskraft,67.1
2015-06-22,Kernkraft,46.4
2015-06-22,Photovoltaik,4.4
2015-06-22,Speicherkraft,100.4
2015-06-22,Thermische,6.2
2015-06-22,Wind,0.4
2015-06-23,Flusskraft,76.5
2015-06-23,Kernkraft,46.2
2015-06-23,Photovoltaik,4.4
2015-06-23,Speicherkraft,71.7
2015-06-23,Thermische,6.2
2015-06-23,Wind,0.3
2015-06-24,Flusskraft,69.3
2015-06-24,Kernkraft,46.1
2015-06-24,Photovoltaik,7.1
2015-06-24,Speicherkraft,87.1
2015-06-24,Thermische,6.2
2015-06-24,Wind,0.2
2015-06-25,Flusskraft,64.8
2015-06-25,Kernkraft,46.0
2015-06-25,Photovoltaik,5.6
2015-06-25,Speicherkraft,99.5
2015-06-25,Thermische,6.2
2015-06-25,Wind,0.1
2015-06-26,Flusskraft,62.5
2015-06-26,Kernkraft,46.1
2015-06-26,Photovoltaik,6.4
2015-06-26,Speicherkraft,96.0
2015-06-26,Thermische,6.2
2015-06-26,Wind,0.1
2015-06-27,Flusskraft,60.3
2015-06-27,Kernkraft,45.7
2015-06-27,Photovoltaik,5.3
2015-06-27,Speicherkraft,55.6
2015-06-27,Thermische,6.2
2015-06-27,Wind,0.3
2015-06-28,Flusskraft,60.8
2015-06-28,Kernkraft,45.8
2015-06-28,Photovoltaik,6.8
2015-06-28,Speicherkraft,47.9
2015-06-28,Thermische,6.2
2015-06-28,Wind,0.2
2015-06-29,Flusskraft,68.0
2015-06-29,Kernkraft,45.7
2015-06-29,Photovoltaik,5.5
2015-06-29,Speicherkraft,98.4
2015-06-29,Thermische,6.2
2015-06-29,Wind,0.1
2015-06-30,Flusskraft,70.3
2015-06-30,Kernkraft,45.1
2015-06-30,Photovoltaik,7.1
2015-06-30,Speicherkraft,102.8
2015-06-30,Thermische,6.2
2015-06-30,Wind,0.1
2015-07-01,Flusskraft,74.3
2015-07-01,Kernkraft,44.3
2015-07-01,Photovoltaik,6.1
2015-07-01,Speicherkraft,100.2
2015-07-01,Thermische,6.2
2015-07-01,Wind,0.1
2015-07-02,Flusskraft,76.5
2015-07-02,Kernkraft,43.9
2015-07-02,Photovoltaik,6.6
2015-07-02,Speicherkraft,94.9
2015-07-02,Thermische,6.2
2015-07-02,Wind,0.1
2015-07-03,Flusskraft,79.6
2015-07-03,Kernkraft,42.8
2015-07-03,Photovoltaik,5.6
2015-07-03,Speicherkraft,117.7
2015-07-03,Thermische,6.2
2015-07-03,Wind,0.1
2015-07-04,Flusskraft,79.1
2015-07-04,Kernkraft,42.1
2015-07-04,Photovoltaik,6.1
2015-07-04,Speicherkraft,71.0
2015-07-04,Thermische,6.2
2015-07-04,Wind,0.1
2015-07-05,Flusskraft,77.9
2015-07-05,Kernkraft,41.2
2015-07-05,Photovoltaik,6.0
2015-07-05,Speicherkraft,50.1
2015-07-05,Thermische,6.2
2015-07-05,Wind,0.2
2015-07-06,Flusskraft,78.5
2015-07-06,Kernkraft,40.1
2015-07-06,Photovoltaik,4.9
2015-07-06,Speicherkraft,99.1
2015-07-06,Thermische,6.2
2015-07-06,Wind,0.2
2015-07-07,Flusskraft,78.1
2015-07-07,Kernkraft,55.6
2015-07-07,Photovoltaik,5.0
2015-07-07,Speicherkraft,110.0
2015-07-07,Thermische,6.2
2015-07-07,Wind,0.4
2015-07-08,Flusskraft,76.9
2015-07-08,Kernkraft,61.8
2015-07-08,Photovoltaik,3.7
2015-07-08,Speicherkraft,68.9
2015-07-08,Thermische,6.2
2015-07-08,Wind,0.5
2015-07-09,Flusskraft,71.2
2015-07-09,Kernkraft,63.2
2015-07-09,Photovoltaik,5.4
2015-07-09,Speicherkraft,65.2
2015-07-09,Thermische,6.2
2015-07-09,Wind,0.4
2015-07-10,Flusskraft,65.2
2015-07-10,Kernkraft,65.8
2015-07-10,Photovoltaik,7.6
2015-07-10,Speicherkraft,90.7
2015-07-10,Thermische,6.2
2015-07-10,Wind,0.3
2015-07-11,Flusskraft,61.1
2015-07-11,Kernkraft,66.0
2015-07-11,Photovoltaik,7.0
2015-07-11,Speicherkraft,64.1
2015-07-11,Thermische,6.2
2015-07-11,Wind,0.4
2015-07-12,Flusskraft,59.9
2015-07-12,Kernkraft,67.4
2015-07-12,Photovoltaik,5.8
2015-07-12,Speicherkraft,45.2
2015-07-12,Thermische,6.2
2015-07-12,Wind,0.2
2015-07-13,Flusskraft,63.0
2015-07-13,Kernkraft,64.0
2015-07-13,Photovoltaik,4.1
2015-07-13,Speicherkraft,95.5
2015-07-13,Thermische,6.2
2015-07-13,Wind,0.2
2015-07-14,Flusskraft,63.1
2015-07-14,Kernkraft,58.1
2015-07-14,Photovoltaik,6.7
2015-07-14,Speicherkraft,87.0
2015-07-14,Thermische,6.2
2015-07-14,Wind,0.2
2015-07-15,Flusskraft,65.5
2015-07-15,Kernkraft,68.0
2015-07-15,Photovoltaik,6.6
2015-07-15,Speicherkraft,95.4
2015-07-15,Thermische,6.2
2015-07-15,Wind,0.2
2015-07-16,Flusskraft,68.7
2015-07-16,Kernkraft,67.5
2015-07-16,Photovoltaik,5.5
2015-07-16,Speicherkraft,95.6
2015-07-16,Thermische,6.2
2015-07-16,Wind,0.2
2015-07-17,Flusskraft,68.6
2015-07-17,Kernkraft,66.6
2015-07-17,Photovoltaik,5.1
2015-07-17,Speicherkraft,75.5
2015-07-17,Thermische,6.2
2015-07-17,Wind,0.1
2015-07-18,Flusskraft,64.6
2015-07-18,Kernkraft,67.1
2015-07-18,Photovoltaik,4.0
2015-07-18,Speicherkraft,55.7
2015-07-18,Thermische,6.2
2015-07-18,Wind,0.1
2015-07-19,Flusskraft,66.7
2015-07-19,Kernkraft,66.7
2015-07-19,Photovoltaik,4.8
2015-07-19,Speicherkraft,32.7
2015-07-19,Thermische,6.2
2015-07-19,Wind,0.4
2015-07-20,Flusskraft,71.8
2015-07-20,Kernkraft,66.2
2015-07-20,Photovoltaik,5.2
2015-07-20,Speicherkraft,88.7
2015-07-20,Thermische,6.2
2015-07-20,Wind,0.1
2015-07-21,Flusskraft,70.8
2015-07-21,Kernkraft,65.0
2015-07-21,Photovoltaik,6.3
2015-07-21,Speicherkraft,73.6
2015-07-21,Thermische,6.2
2015-07-21,Wind,0.1
2015-07-22,Flusskraft,73.1
2015-07-22,Kernkraft,64.2
2015-07-22,Photovoltaik,4.5
2015-07-22,Speicherkraft,87.9
2015-07-22,Thermische,6.2
2015-07-22,Wind,0.2
2015-07-23,Flusskraft,70.9
2015-07-23,Kernkraft,66.2
2015-07-23,Photovoltaik,3.8
2015-07-23,Speicherkraft,86.0
2015-07-23,Thermische,6.2
2015-07-23,Wind,0.2
2015-07-24,Flusskraft,71.5
2015-07-24,Kernkraft,66.3
2015-07-24,Photovoltaik,4.8
2015-07-24,Speicherkraft,66.8
2015-07-24,Thermische,6.2
2015-07-24,Wind,0.2
2015-07-25,Flusskraft,71.1
2015-07-25,Kernkraft,67.3
2015-07-25,Photovoltaik,4.4
2015-07-25,Speicherkraft,22.0
2015-07-25,Thermische,6.2
2015-07-25,Wind,0.6
2015-07-26,Flusskraft,61.6
2015-07-26,Kernkraft,68.6
2015-07-26,Photovoltaik,3.9
2015-07-26,Speicherkraft,31.2
2015-07-26,Thermische,6.2
2015-07-26,Wind,0.2
2015-07-27,Flusskraft,64.3
2015-07-27,Kernkraft,68.5
2015-07-27,Photovoltaik,4.6
2015-07-27,Speicherkraft,40.2
2015-07-27,Thermische,6.2
2015-07-27,Wind,0.6
2015-07-28,Flusskraft,58.2
2015-07-28,Kernkraft,68.4
2015-07-28,Photovoltaik,4.2
2015-07-28,Speicherkraft,39.0
2015-07-28,Thermische,6.2
2015-07-28,Wind,0.5
2015-07-29,Flusskraft,56.9
2015-07-29,Kernkraft,68.4
2015-07-29,Photovoltaik,2.4
2015-07-29,Speicherkraft,50.6
2015-07-29,Thermische,6.2
2015-07-29,Wind,0.2
2015-07-30,Flusskraft,54.1
2015-07-30,Kernkraft,68.7
2015-07-30,Photovoltaik,4.6
2015-07-30,Speicherkraft,46.4
2015-07-30,Thermische,6.2
2015-07-30,Wind,0.2
2015-07-31,Flusskraft,52.0
2015-07-31,Kernkraft,68.8
2015-07-31,Photovoltaik,5.2
2015-07-31,Speicherkraft,52.0
2015-07-31,Thermische,6.2
2015-07-31,Wind,0.4
2015-08-01,Flusskraft,53.1
2015-08-01,Kernkraft,68.3
2015-08-01,Photovoltaik,2.1
2015-08-01,Speicherkraft,32.4
2015-08-01,Thermische,6.7
2015-08-01,Wind,0.1
2015-08-02,Flusskraft,53.4
2015-08-02,Kernkraft,66.1
2015-08-02,Photovoltaik,4.9
2015-08-02,Speicherkraft,28.0
2015-08-02,Thermische,6.7
2015-08-02,Wind,0.2
2015-08-03,Flusskraft,55.0
2015-08-03,Kernkraft,58.8
2015-08-03,Photovoltaik,6.5
2015-08-03,Speicherkraft,54.0
2015-08-03,Thermische,6.7
2015-08-03,Wind,0.1
2015-08-04,Flusskraft,55.8
2015-08-04,Kernkraft,58.7
2015-08-04,Photovoltaik,3.4
2015-08-04,Speicherkraft,53.0
2015-08-04,Thermische,6.7
2015-08-04,Wind,0.2
2015-08-05,Flusskraft,54.8
2015-08-05,Kernkraft,58.3
2015-08-05,Photovoltaik,6.0
2015-08-05,Speicherkraft,64.7
2015-08-05,Thermische,6.7
2015-08-05,Wind,0.1
2015-08-06,Flusskraft,59.3
2015-08-06,Kernkraft,57.6
2015-08-06,Photovoltaik,5.1
2015-08-06,Speicherkraft,62.9
2015-08-06,Thermische,6.7
2015-08-06,Wind,0.1
2015-08-07,Flusskraft,61.3
2015-08-07,Kernkraft,56.9
2015-08-07,Photovoltaik,5.4
2015-08-07,Speicherkraft,57.1
2015-08-07,Thermische,6.7
2015-08-07,Wind,0.1
2015-08-08,Flusskraft,60.8
2015-08-08,Kernkraft,56.9
2015-08-08,Photovoltaik,5.0
2015-08-08,Speicherkraft,35.9
2015-08-08,Thermische,6.7
2015-08-08,Wind,0.2
2015-08-09,Flusskraft,63.8
2015-08-09,Kernkraft,41.9
2015-08-09,Photovoltaik,3.2
2015-08-09,Speicherkraft,27.6
2015-08-09,Thermische,6.7
2015-08-09,Wind,0.2
2015-08-10,Flusskraft,66.1
2015-08-10,Kernkraft,32.4
2015-08-10,Photovoltaik,3.2
2015-08-10,Speicherkraft,67.4
2015-08-10,Thermische,6.7
2015-08-10,Wind,0.1
2015-08-11,Flusskraft,63.9
2015-08-11,Kernkraft,31.4
2015-08-11,Photovoltaik,4.7
2015-08-11,Speicherkraft,72.2
2015-08-11,Thermische,6.7
2015-08-11,Wind,0.2
2015-08-12,Flusskraft,63.8
2015-08-12,Kernkraft,31.4
2015-08-12,Photovoltaik,5.4
2015-08-12,Speicherkraft,68.8
2015-08-12,Thermische,6.7
2015-08-12,Wind,0.1
2015-08-13,Flusskraft,63.4
2015-08-13,Kernkraft,31.5
2015-08-13,Photovoltaik,4.5
2015-08-13,Speicherkraft,49.6
2015-08-13,Thermische,6.7
2015-08-13,Wind,0.2
2015-08-14,Flusskraft,67.5
2015-08-14,Kernkraft,26.7
2015-08-14,Photovoltaik,2.6
2015-08-14,Speicherkraft,57.5
2015-08-14,Thermische,6.7
2015-08-14,Wind,0.2
2015-08-15,Flusskraft,69.0
2015-08-15,Kernkraft,23.4
2015-08-15,Photovoltaik,2.3
2015-08-15,Speicherkraft,32.2
2015-08-15,Thermische,6.7
2015-08-15,Wind,0.3
2015-08-16,Flusskraft,70.0
2015-08-16,Kernkraft,19.6
2015-08-16,Photovoltaik,1.8
2015-08-16,Speicherkraft,27.7
2015-08-16,Thermische,6.7
2015-08-16,Wind,0.2
2015-08-17,Flusskraft,64.9
2015-08-17,Kernkraft,0.0
2015-08-17,Photovoltaik,3.0
2015-08-17,Speicherkraft,69.4
2015-08-17,Thermische,6.7
2015-08-17,Wind,0.2
2015-08-18,Flusskraft,59.8
2015-08-18,Kernkraft,8.3
2015-08-18,Photovoltaik,3.2
2015-08-18,Speicherkraft,66.0
2015-08-18,Thermische,6.7
2015-08-18,Wind,0.1
2015-08-19,Flusskraft,65.5
2015-08-19,Kernkraft,23.7
2015-08-19,Photovoltaik,2.6
2015-08-19,Speicherkraft,70.0
2015-08-19,Thermische,6.7
2015-08-19,Wind,0.2
2015-08-20,Flusskraft,54.1
2015-08-20,Kernkraft,23.5
2015-08-20,Photovoltaik,4.7
2015-08-20,Speicherkraft,61.4
2015-08-20,Thermische,6.7
2015-08-20,Wind,0.1
2015-08-21,Flusskraft,48.3
2015-08-21,Kernkraft,23.4
2015-08-21,Photovoltaik,5.5
2015-08-21,Speicherkraft,54.9
2015-08-21,Thermische,6.7
2015-08-21,Wind,0.2
2015-08-22,Flusskraft,44.9
2015-08-22,Kernkraft,23.5
2015-08-22,Photovoltaik,5.3
2015-08-22,Speicherkraft,45.8
2015-08-22,Thermische,6.7
2015-08-22,Wind,0.1
2015-08-23,Flusskraft,44.3
2015-08-23,Kernkraft,23.4
2015-08-23,Photovoltaik,3.1
2015-08-23,Speicherkraft,27.4
2015-08-23,Thermische,6.7
2015-08-23,Wind,0.2
2015-08-24,Flusskraft,66.8
2015-08-24,Kernkraft,23.4
2015-08-24,Photovoltaik,2.3
2015-08-24,Speicherkraft,51.9
2015-08-24,Thermische,6.7
2015-08-24,Wind,0.4
2015-08-25,Flusskraft,68.8
2015-08-25,Kernkraft,23.6
2015-08-25,Photovoltaik,4.0
2015-08-25,Speicherkraft,48.0
2015-08-25,Thermische,6.7
2015-08-25,Wind,0.3
2015-08-26,Flusskraft,51.8
2015-08-26,Kernkraft,23.5
2015-08-26,Photovoltaik,5.8
2015-08-26,Speicherkraft,58.5
2015-08-26,Thermische,6.7
2015-08-26,Wind,0.2
2015-08-27,Flusskraft,52.6
2015-08-27,Kernkraft,23.3
2015-08-27,Photovoltaik,4.7
2015-08-27,Speicherkraft,82.9
2015-08-27,Thermische,6.7
2015-08-27,Wind,0.4
2015-08-28,Flusskraft,57.2
2015-08-28,Kernkraft,23.1
2015-08-28,Photovoltaik,5.2
2015-08-28,Speicherkraft,94.7
2015-08-28,Thermische,6.7
2015-08-28,Wind,0.2
2015-08-29,Flusskraft,54.8
2015-08-29,Kernkraft,23.1
2015-08-29,Photovoltaik,5.2
2015-08-29,Speicherkraft,46.6
2015-08-29,Thermische,6.7
2015-08-29,Wind,0.1
2015-08-30,Flusskraft,51.3
2015-08-30,Kernkraft,23.1
2015-08-30,Photovoltaik,5.2
2015-08-30,Speicherkraft,28.6
2015-08-30,Thermische,6.7
2015-08-30,Wind,0.2
2015-08-31,Flusskraft,55.9
2015-08-31,Kernkraft,23.2
2015-08-31,Photovoltaik,5.2
2015-08-31,Speicherkraft,97.8
2015-08-31,Thermische,6.7
2015-08-31,Wind,0.3
2015-09-01,Flusskraft,62.8
2015-09-01,Kernkraft,23.4
2015-09-01,Photovoltaik,2.2
2015-09-01,Speicherkraft,81.8
2015-09-01,Thermische,7.6
2015-09-01,Wind,0.4
2015-09-02,Flusskraft,58.4
2015-09-02,Kernkraft,27.7
2015-09-02,Photovoltaik,2.7
2015-09-02,Speicherkraft,56.9
2015-09-02,Thermische,7.6
2015-09-02,Wind,0.2
2015-09-03,Flusskraft,57.5
2015-09-03,Kernkraft,27.7
2015-09-03,Photovoltaik,2.1
2015-09-03,Speicherkraft,76.6
2015-09-03,Thermische,7.6
2015-09-03,Wind,0.1
2015-09-04,Flusskraft,49.3
2015-09-04,Kernkraft,31.2
2015-09-04,Photovoltaik,4.1
2015-09-04,Speicherkraft,53.3
2015-09-04,Thermische,7.6
2015-09-04,Wind,0.2
2015-09-05,Flusskraft,41.7
2015-09-05,Kernkraft,32.1
2015-09-05,Photovoltaik,2.5
2015-09-05,Speicherkraft,37.9
2015-09-05,Thermische,7.6
2015-09-05,Wind,0.2
2015-09-06,Flusskraft,36.3
2015-09-06,Kernkraft,32.3
2015-09-06,Photovoltaik,3.2
2015-09-06,Speicherkraft,27.4
2015-09-06,Thermische,7.6
2015-09-06,Wind,0.3
2015-09-07,Flusskraft,40.3
2015-09-07,Kernkraft,32.5
2015-09-07,Photovoltaik,4.3
2015-09-07,Speicherkraft,64.8
2015-09-07,Thermische,7.6
2015-09-07,Wind,0.5
2015-09-08,Flusskraft,38.8
2015-09-08,Kernkraft,32.6
2015-09-08,Photovoltaik,4.7
2015-09-08,Speicherkraft,54.2
2015-09-08,Thermische,7.6
2015-09-08,Wind,0.3
2015-09-09,Flusskraft,37.6
2015-09-09,Kernkraft,32.5
2015-09-09,Photovoltaik,4.6
2015-09-09,Speicherkraft,50.8
2015-09-09,Thermische,7.6
2015-09-09,Wind,0.2
2015-09-10,Flusskraft,38.2
2015-09-10,Kernkraft,32.6
2015-09-10,Photovoltaik,3.9
2015-09-10,Speicherkraft,51.7
2015-09-10,Thermische,7.6
2015-09-10,Wind,0.1
2015-09-11,Flusskraft,40.0
2015-09-11,Kernkraft,32.5
2015-09-11,Photovoltaik,3.5
2015-09-11,Speicherkraft,62.0
2015-09-11,Thermische,7.6
2015-09-11,Wind,0.2
2015-09-12,Flusskraft,32.7
2015-09-12,Kernkraft,32.3
2015-09-12,Photovoltaik,3.7
2015-09-12,Speicherkraft,27.3
2015-09-12,Thermische,7.6
2015-09-12,Wind,0.3
2015-09-13,Flusskraft,42.7
2015-09-13,Kernkraft,32.2
2015-09-13,Photovoltaik,2.2
2015-09-13,Speicherkraft,21.3
2015-09-13,Thermische,7.6
2015-09-13,Wind,0.3
2015-09-14,Flusskraft,62.5
2015-09-14,Kernkraft,32.4
2015-09-14,Photovoltaik,2.9
2015-09-14,Speicherkraft,48.4
2015-09-14,Thermische,7.6
2015-09-14,Wind,0.4
2015-09-15,Flusskraft,58.6
2015-09-15,Kernkraft,32.5
2015-09-15,Photovoltaik,1.7
2015-09-15,Speicherkraft,57.4
2015-09-15,Thermische,7.6
2015-09-15,Wind,0.3
2015-09-16,Flusskraft,63.8
2015-09-16,Kernkraft,32.4
2015-09-16,Photovoltaik,2.5
2015-09-16,Speicherkraft,60.0
2015-09-16,Thermische,7.6
2015-09-16,Wind,0.4
2015-09-17,Flusskraft,75.8
2015-09-17,Kernkraft,40.2
2015-09-17,Photovoltaik,1.1
2015-09-17,Speicherkraft,54.8
2015-09-17,Thermische,7.6
2015-09-17,Wind,0.4
2015-09-18,Flusskraft,67.7
2015-09-18,Kernkraft,56.8
2015-09-18,Photovoltaik,2.4
2015-09-18,Speicherkraft,64.3
2015-09-18,Thermische,7.6
2015-09-18,Wind,0.1
2015-09-19,Flusskraft,48.8
2015-09-19,Kernkraft,57.8
2015-09-19,Photovoltaik,2.7
2015-09-19,Speicherkraft,67.6
2015-09-19,Thermische,7.6
2015-09-19,Wind,0.2
2015-09-20,Flusskraft,42.3
2015-09-20,Kernkraft,61.1
2015-09-20,Photovoltaik,3.2
2015-09-20,Speicherkraft,58.6
2015-09-20,Thermische,7.6
2015-09-20,Wind,0.3
2015-09-21,Flusskraft,41.6
2015-09-21,Kernkraft,61.2
2015-09-21,Photovoltaik,4.4
2015-09-21,Speicherkraft,87.6
2015-09-21,Thermische,7.6
2015-09-21,Wind,0.1
2015-09-22,Flusskraft,42.4
2015-09-22,Kernkraft,61.4
2015-09-22,Photovoltaik,2.1
2015-09-22,Speicherkraft,81.2
2015-09-22,Thermische,7.6
2015-09-22,Wind,0.5
2015-09-23,Flusskraft,61.3
